ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (m),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,GPS NMEA,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
6.0258,4.4195,6.5974,,,,,,,,,,852.0,-21.29,-33.16,-65.3,265.92,-26.32,-42.41,0.0,1018.71,51.609,50.364212,-4.141082,73.0,NaN,,3.74,3.0,48.0,10 / 15,"$GPGSV,3,3,10,27,55,281,41,29,00,000,*78::$GPGGA,184753,5021.853446,N,00408.464936,W,2,09,0.9,26.0,M,47.0,M,,*60::$GPVTG,47.8,T,47.8,M,2.2,N,4.0,K,D*22::$GLGSV,1,1,0,*79::$GPRMC,184753,A,5021.853446,N,00408.464936,W,2.2,47.8,260417,4.8,W,D*2B::$GPGSA,A,3,07,08,10,16,18,20,21,26,27,,,,1.2,0.9,0.8*30",504004,2017-04-26 19:48:17:202
2.9024,6.0622,9.749,,,,,,,,,,979.0,-15.43,-32.51,-64.66,263.36,-26.32,-42.41,0.0,1018.76,50.047,50.36423,-4.141088,73.0,NaN,,3.38,3.0,47.6,10 / 15,"$GPGSV,3,3,10,27,55,281,41,29,00,000,*78::$GPGGA,184753,5021.853446,N,00408.464936,W,2,09,0.9,26.0,M,47.0,M,,*60::$GPVTG,47.8,T,47.8,M,2.2,N,4.0,K,D*22::$GLGSV,1,1,0,*79::$GPRMC,184753,A,5021.853446,N,00408.464936,W,2.2,47.8,260417,4.8,W,D*2B::$GPGSA,A,3,07,08,10,16,18,20,21,26,27,,,,1.2,0.9,0.8*30",504204,2017-04-26 19:48:17:402
2.5969,7.8212,6.3576,,,,,,,,,,945.0,-10.63,-33.97,-63.64,296.23,-30.79,-16.58,0.0,1018.76,49.933,50.36423,-4.141088,73.0,NaN,,3.38,3.0,47.6,10 / 15,"$GPGSV,3,3,10,27,55,281,41,29,00,000,*78::$GPGGA,184753,5021.853446,N,00408.464936,W,2,09,0.9,26.0,M,47.0,M,,*60::$GPVTG,47.8,T,47.8,M,2.2,N,4.0,K,D*22::$GLGSV,1,1,0,*79::$GPRMC,184753,A,5021.853446,N,00408.464936,W,2.2,47.8,260417,4.8,W,D*2B::$GPGSA,A,3,07,08,10,16,18,20,21,26,27,,,,1.2,0.9,0.8*30",504404,2017-04-26 19:48:17:602
2.8906,8.9033,5.2471,,,,,,,,,,945.0,-10.63,-33.97,-63.64,296.23,-30.79,-16.58,0.0,1018.77,49.933,50.36423,-4.141088,73.0,NaN,,3.38,3.0,47.6,10 / 15,"$GPGSV,3,3,10,27,55,281,40,29,00,000,*79::$GPGGA,184754,5021.853970,N,00408.465306,W,2,09,0.9,26.0,M,47.0,M,,*67::$GPVTG,47.6,T,47.6,M,1.8,N,3.4,K,D*28::$GLGSV,1,1,0,*79::$GPRMC,184754,A,5021.853970,N,00408.465306,W,1.8,47.6,260417,4.8,W,D*2B::$GPGSA,A,3,07,08,10,16,18,20,21,26,27,,,,1.2,0.9,0.8*30",504603,2017-04-26 19:48:17:801
4.6451,6.664,5.8526,,,,,,,,,,688.0,-8.08,-36.91,-61.85,320.31,-56.07,-28.85,0.0,1018.75,54.708,50.36423,-4.141088,73.0,NaN,,3.38,3.0,47.6,10 / 15,"$GPGSV,3,3,10,27,55,281,40,29,00,000,*79::$GPGGA,184754,5021.853970,N,00408.465306,W,2,09,0.9,26.0,M,47.0,M,,*67::$GPVTG,47.6,T,47.6,M,1.8,N,3.4,K,D*28::$GLGSV,1,1,0,*79::$GPRMC,184754,A,5021.853970,N,00408.465306,W,1.8,47.6,260417,4.8,W,D*2B::$GPGSA,A,3,07,08,10,16,18,20,21,26,27,,,,1.2,0.9,0.8*30",504804,2017-04-26 19:48:18:002
1.9523,7.4684,4.6003,,,,,,,,,,688.0,-8.91,-37.93,-60.36,282.39,-41.73,-38.44,0.0,1018.75,54.708,50.36423,-4.141088,73.0,NaN,,3.38,3.0,47.6,10 / 15,"$GPGSV,3,3,10,27,55,281,40,29,00,000,*79::$GPGGA,184754,5021.853970,N,00408.465306,W,2,09,0.9,26.0,M,47.0,M,,*67::$GPVTG,47.6,T,47.6,M,1.8,N,3.4,K,D*28::$GLGSV,1,1,0,*79::$GPRMC,184754,A,5021.853970,N,00408.465306,W,1.8,47.6,260417,4.8,W,D*2B::$GPGSA,A,3,07,08,10,16,18,20,21,26,27,,,,1.2,0.9,0.8*30",505004,2017-04-26 19:48:18:202
3.1333,7.7956,7.1087,,,,,,,,,,826.0,-10.09,-38.08,-59.43,333.07,-56.21,-23.0,0.0,1018.75,58.485,50.36423,-4.141088,73.0,NaN,,3.38,3.0,47.6,10 / 15,"$GPGSV,3,3,10,27,55,281,40,29,00,000,*79::$GPGGA,184754,5021.853970,N,00408.465306,W,2,09,0.9,26.0,M,47.0,M,,*67::$GPVTG,47.6,T,47.6,M,1.8,N,3.4,K,D*28::$GLGSV,1,1,0,*79::$GPRMC,184754,A,5021.853970,N,00408.465306,W,1.8,47.6,260417,4.8,W,D*2B::$GPGSA,A,3,07,08,10,16,18,20,21,26,27,,,,1.2,0.9,0.8*30",505203,2017-04-26 19:48:18:401
2.7709,6.3875,5.0875,,,,,,,,,,1008.0,-10.69,-38.09,-59.67,317.1,-45.1,-23.79,0.0,1018.75,42.789,50.36423,-4.141088,73.0,NaN,,3.38,3.0,47.6,9 / 14,"$GPGSV,3,3,09,29,00,000,*4B::$GPGGA,184755,5021.854571,N,00408.465974,W,2,08,1.2,26.0,M,47.0,M,,*68::$GPVTG,321.9,T,321.9,M,1.6,N,2.9,K,D*2A::$GLGSV,1,1,0,*79::$GPRMC,184755,A,5021.854571,N,00408.465974,W,1.6,321.9,260417,4.8,W,D*1D::$GPGSA,A,3,07,08,10,16,18,21,26,27,,,,,1.5,1.2,0.8*3F",505404,2017-04-26 19:48:18:602
2.8334,6.9084,6.8431,,,,,,,,,,1008.0,-10.55,-37.68,-60.71,312.76,-47.79,-28.58,0.0,1018.73,42.789,50.36423,-4.141088,73.0,NaN,,3.38,3.0,47.6,9 / 14,"$GPGSV,3,3,09,29,00,000,*4B::$GPGGA,184755,5021.854571,N,00408.465974,W,2,08,1.2,26.0,M,47.0,M,,*68::$GPVTG,321.9,T,321.9,M,1.6,N,2.9,K,D*2A::$GLGSV,1,1,0,*79::$GPRMC,184755,A,5021.854571,N,00408.465974,W,1.6,321.9,260417,4.8,W,D*1D::$GPGSA,A,3,07,08,10,16,18,21,26,27,,,,,1.5,1.2,0.8*3F",505604,2017-04-26 19:48:18:802
4.4036,5.1282,3.7232,,,,,,,,,,1242.0,-11.93,-36.6,-62.57,320.48,-43.01,-22.49,0.0,1018.74,51.625,50.36423,-4.141088,73.0,NaN,,3.38,3.0,47.6,9 / 14,"$GPGSV,3,3,09,29,00,000,*4B::$GPGGA,184755,5021.854571,N,00408.465974,W,2,08,1.2,26.0,M,47.0,M,,*68::$GPVTG,321.9,T,321.9,M,1.6,N,2.9,K,D*2A::$GLGSV,1,1,0,*79::$GPRMC,184755,A,5021.854571,N,00408.465974,W,1.6,321.9,260417,4.8,W,D*1D::$GPGSA,A,3,07,08,10,16,18,21,26,27,,,,,1.5,1.2,0.8*3F",505804,2017-04-26 19:48:19:002
4.9531,6.4482,6.8834,,,,,,,,,,1242.0,-12.78,-35.12,-63.44,280.66,-41.65,-49.79,0.0,1018.74,51.625,50.36423,-4.141088,73.0,NaN,,3.38,3.0,47.6,9 / 14,"$GPGSV,3,3,09,29,00,000,*4B::$GPGGA,184755,5021.854571,N,00408.465974,W,2,08,1.2,26.0,M,47.0,M,,*68::$GPVTG,321.9,T,321.9,M,1.6,N,2.9,K,D*2A::$GLGSV,1,1,0,*79::$GPRMC,184755,A,5021.854571,N,00408.465974,W,1.6,321.9,260417,4.8,W,D*1D::$GPGSA,A,3,07,08,10,16,18,21,26,27,,,,,1.5,1.2,0.8*3F",506004,2017-04-26 19:48:19:202
1.8277,7.8426,6.5234,,,,,,,,,,1113.0,-12.89,-34.32,-63.45,287.91,-37.25,-35.74,0.0,1018.72,51.71,50.364246,-4.141099,72.0,NaN,,1.4,3.0,322.1,9 / 14,"$GPGSV,3,3,09,29,00,000,*4B::$GPGGA,184755,5021.854571,N,00408.465974,W,2,08,1.2,26.0,M,47.0,M,,*68::$GPVTG,321.9,T,321.9,M,1.6,N,2.9,K,D*2A::$GLGSV,1,1,0,*79::$GPRMC,184755,A,5021.854571,N,00408.465974,W,1.6,321.9,260417,4.8,W,D*1D::$GPGSA,A,3,07,08,10,16,18,21,26,27,,,,,1.5,1.2,0.8*3F",506204,2017-04-26 19:48:19:402
2.3642,5.7413,4.0603,,,,,,,,,,1212.0,-11.86,-35.26,-62.87,347.94,-49.18,-15.65,0.0,1018.72,44.715,50.364246,-4.141099,72.0,NaN,,1.4,3.0,322.1,9 / 14,"$GPGSV,3,3,09,29,00,000,*4B::$GPGGA,184756,5021.854786,N,00408.465925,W,2,08,1.1,25.0,M,47.0,M,,*65::$GPVTG,322.1,T,322.1,M,0.8,N,1.4,K,D*2B::$GLGSV,1,1,0,*79::$GPRMC,184756,A,5021.854786,N,00408.465925,W,0.8,322.1,260417,4.8,W,D*14::$GPGSA,A,3,07,10,16,18,20,21,26,27,,,,,1.3,1.1,0.8*30",506404,2017-04-26 19:48:19:602
3.3517,7.7842,5.79,,,,,,,,,,1212.0,-11.49,-38.49,-62.06,313.02,-49.32,-30.07,0.0,1018.69,44.715,50.364246,-4.141099,72.0,NaN,,1.4,3.0,322.1,9 / 14,"$GPGSV,3,3,09,29,00,000,*4B::$GPGGA,184756,5021.854786,N,00408.465925,W,2,08,1.1,25.0,M,47.0,M,,*65::$GPVTG,322.1,T,322.1,M,0.8,N,1.4,K,D*2B::$GLGSV,1,1,0,*79::$GPRMC,184756,A,5021.854786,N,00408.465925,W,0.8,322.1,260417,4.8,W,D*14::$GPGSA,A,3,07,10,16,18,20,21,26,27,,,,,1.3,1.1,0.8*30",506604,2017-04-26 19:48:19:802
7.0721,8.0731,10.5183,,,,,,,,,,1960.0,-12.0,-40.46,-61.74,264.21,-32.49,-33.92,0.0,1018.67,49.638,50.364246,-4.141099,72.0,NaN,,1.4,3.0,322.1,9 / 14,"$GPGSV,3,3,09,29,00,000,*4B::$GPGGA,184756,5021.854786,N,00408.465925,W,2,08,1.1,25.0,M,47.0,M,,*65::$GPVTG,322.1,T,322.1,M,0.8,N,1.4,K,D*2B::$GLGSV,1,1,0,*79::$GPRMC,184756,A,5021.854786,N,00408.465925,W,0.8,322.1,260417,4.8,W,D*14::$GPGSA,A,3,07,10,16,18,20,21,26,27,,,,,1.3,1.1,0.8*30",506804,2017-04-26 19:48:20:002
0.1751,6.5728,0.6676,,,,,,,,,,1960.0,-12.21,-41.54,-61.42,356.14,-84.01,-14.7,0.0,1018.67,62.127,50.364246,-4.141099,72.0,NaN,,1.4,3.0,322.1,9 / 14,"$GPGSV,3,3,09,29,00,000,*4B::$GPGGA,184756,5021.854786,N,00408.465925,W,2,08,1.1,25.0,M,47.0,M,,*65::$GPVTG,322.1,T,322.1,M,0.8,N,1.4,K,D*2B::$GLGSV,1,1,0,*79::$GPRMC,184756,A,5021.854786,N,00408.465925,W,0.8,322.1,260417,4.8,W,D*14::$GPGSA,A,3,07,10,16,18,20,21,26,27,,,,,1.3,1.1,0.8*30",507004,2017-04-26 19:48:20:202
4.3908,5.5687,1.3713,,,,,,,,,,1943.0,-12.31,-41.35,-60.77,266.59,-50.44,-72.66,0.0,1018.68,62.127,50.364246,-4.141099,72.0,NaN,,1.4,3.0,322.1,9 / 14,"$GPGSV,3,3,09,29,00,000,*4B::$GPGGA,184756,5021.854786,N,00408.465925,W,2,08,1.1,25.0,M,47.0,M,,*65::$GPVTG,322.1,T,322.1,M,0.8,N,1.4,K,D*2B::$GLGSV,1,1,0,*79::$GPRMC,184756,A,5021.854786,N,00408.465925,W,0.8,322.1,260417,4.8,W,D*14::$GPGSA,A,3,07,10,16,18,20,21,26,27,,,,,1.3,1.1,0.8*30",507204,2017-04-26 19:48:20:402
2.3557,7.7883,4.3792,,,,,,,,,,1987.0,-12.31,-41.35,-60.77,266.59,-50.44,-72.66,0.0,1018.68,63.038,50.364246,-4.141099,72.0,NaN,,1.4,3.0,322.1,10 / 15,"$GPGSV,3,3,10,27,55,281,34,29,00,000,*7A::$GPGGA,184757,5021.854933,N,00408.465862,W,2,09,0.9,25.0,M,47.0,M,,*6E::$GPVTG,322.0,T,322.0,M,0.8,N,1.4,K,D*2B::$GLGSV,1,1,0,*79::$GPRMC,184757,A,5021.854933,N,00408.465862,W,0.8,322.0,260417,4.8,W,D*16::$GPGSA,A,3,07,08,10,16,18,20,21,26,27,,,,1.2,0.9,0.8*30",507404,2017-04-26 19:48:20:602
2.9789,6.5954,5.7583,,,,,,,,,,1987.0,-11.34,-41.28,-59.69,325.11,-57.44,-28.28,0.0,1018.69,63.038,50.364246,-4.141099,72.0,NaN,,1.4,3.0,322.1,10 / 15,"$GPGSV,3,3,10,27,55,281,34,29,00,000,*7A::$GPGGA,184757,5021.854933,N,00408.465862,W,2,09,0.9,25.0,M,47.0,M,,*6E::$GPVTG,322.0,T,322.0,M,0.8,N,1.4,K,D*2B::$GLGSV,1,1,0,*79::$GPRMC,184757,A,5021.854933,N,00408.465862,W,0.8,322.0,260417,4.8,W,D*16::$GPGSA,A,3,07,08,10,16,18,20,21,26,27,,,,1.2,0.9,0.8*30",507604,2017-04-26 19:48:20:802
4.739,7.6074,9.4929,,,,,,,,,,2117.0,-10.18,-41.13,-59.23,303.15,-45.49,-27.35,0.0,1018.69,63.739,50.364246,-4.141099,72.0,NaN,,1.4,3.0,322.1,10 / 15,"$GPGSV,3,3,10,27,55,281,34,29,00,000,*7A::$GPGGA,184757,5021.854933,N,00408.465862,W,2,09,0.9,25.0,M,47.0,M,,*6E::$GPVTG,322.0,T,322.0,M,0.8,N,1.4,K,D*2B::$GLGSV,1,1,0,*79::$GPRMC,184757,A,5021.854933,N,00408.465862,W,0.8,322.0,260417,4.8,W,D*16::$GPGSA,A,3,07,08,10,16,18,20,21,26,27,,,,1.2,0.9,0.8*30",507804,2017-04-26 19:48:21:002
3.4772,6.2929,6.1363,,,,,,,,,,2117.0,-9.85,-40.27,-59.22,272.81,-35.64,-26.53,0.0,1018.69,64.275,50.364246,-4.141099,72.0,NaN,,1.4,3.0,322.1,10 / 15,"$GPGSV,3,3,10,27,55,281,34,29,00,000,*7A::$GPGGA,184757,5021.854933,N,00408.465862,W,2,09,0.9,25.0,M,47.0,M,,*6E::$GPVTG,322.0,T,322.0,M,0.8,N,1.4,K,D*2B::$GLGSV,1,1,0,*79::$GPRMC,184757,A,5021.854933,N,00408.465862,W,0.8,322.0,260417,4.8,W,D*16::$GPGSA,A,3,07,08,10,16,18,20,21,26,27,,,,1.2,0.9,0.8*30",508004,2017-04-26 19:48:21:202
3.1223,6.0696,6.3817,,,,,,,,,,1792.0,-9.52,-39.95,-59.12,290.47,-41.74,-29.54,0.0,1018.66,64.275,50.364246,-4.141099,72.0,NaN,,1.4,3.0,322.1,10 / 15,"$GPGSV,3,1,10,07,15,320,42,08,19,272,32,10,17,147,28,16,79,217,34*7D::$GPGGA,184757,5021.854933,N,00408.465862,W,2,09,0.9,25.0,M,47.0,M,,*6E::$GPVTG,322.0,T,322.0,M,0.8,N,1.4,K,D*2B::$GLGSV,1,1,0,*79::$GPRMC,184757,A,5021.854933,N,00408.465862,W,0.8,322.0,260417,4.8,W,D*16::$GPGSA,A,3,07,08,10,16,18,20,21,26,27,,,,1.2,0.9,0.8*30",508203,2017-04-26 19:48:21:401
3.2523,7.7197,5.2894,,,,,,,,,,1571.0,-8.45,-40.14,-59.17,288.57,-40.51,-26.07,0.0,1018.66,50.973,50.364246,-4.141099,72.0,NaN,,1.4,3.0,322.1,10 / 15,"$GPGSV,3,3,10,27,55,281,35,29,00,000,*7B::$GPGGA,184758,5021.855117,N,00408.466508,W,2,09,0.9,25.0,M,47.0,M,,*6C::$GPVTG,321.8,T,321.8,M,1.2,N,2.2,K,D*25::$GLGSV,1,1,0,*79::$GPRMC,184758,A,5021.855117,N,00408.466508,W,1.2,321.8,260417,4.8,W,D*14::$GPGSA,A,3,07,08,10,16,18,20,21,26,27,,,,1.2,0.9,0.8*30",508404,2017-04-26 19:48:21:602
1.8099,7.9322,4.3347,,,,,,,,,,1571.0,-7.74,-41.02,-59.08,304.78,-51.19,-31.59,0.0,1018.66,50.973,50.364246,-4.141099,72.0,NaN,,1.4,3.0,322.1,10 / 15,"$GPGSV,3,3,10,27,55,281,35,29,00,000,*7B::$GPGGA,184758,5021.855117,N,00408.466508,W,2,09,0.9,25.0,M,47.0,M,,*6C::$GPVTG,321.8,T,321.8,M,1.2,N,2.2,K,D*25::$GLGSV,1,1,0,*79::$GPRMC,184758,A,5021.855117,N,00408.466508,W,1.2,321.8,260417,4.8,W,D*14::$GPGSA,A,3,07,08,10,16,18,20,21,26,27,,,,1.2,0.9,0.8*30",508604,2017-04-26 19:48:21:802
3.6494,5.2357,6.9136,,,,,,,,,,1510.0,-6.18,-42.06,-58.56,327.92,-59.37,-22.66,0.0,1018.67,61.986,50.364246,-4.141099,72.0,NaN,,1.4,3.0,322.1,10 / 15,"$GPGSV,3,3,10,27,55,281,35,29,00,000,*7B::$GPGGA,184758,5021.855117,N,00408.466508,W,2,09,0.9,25.0,M,47.0,M,,*6C::$GPVTG,321.8,T,321.8,M,1.2,N,2.2,K,D*25::$GLGSV,1,1,0,*79::$GPRMC,184758,A,5021.855117,N,00408.466508,W,1.2,321.8,260417,4.8,W,D*14::$GPGSA,A,3,07,08,10,16,18,20,21,26,27,,,,1.2,0.9,0.8*30",508804,2017-04-26 19:48:22:002
-0.3055,15.5668,2.8549,,,,,,,,,,1510.0,-3.74,-42.21,-58.36,257.27,-33.81,-27.83,0.0,1018.67,73.348,50.364246,-4.141099,72.0,NaN,,1.4,3.0,322.1,10 / 15,"$GPGSV,3,3,10,27,55,281,35,29,00,000,*7B::$GPGGA,184758,5021.855117,N,00408.466508,W,2,09,0.9,25.0,M,47.0,M,,*6C::$GPVTG,321.8,T,321.8,M,1.2,N,2.2,K,D*25::$GLGSV,1,1,0,*79::$GPRMC,184758,A,5021.855117,N,00408.466508,W,1.2,321.8,260417,4.8,W,D*14::$GPGSA,A,3,07,08,10,16,18,20,21,26,27,,,,1.2,0.9,0.8*30",509004,2017-04-26 19:48:22:202
-1.2468,3.5308,4.8929,,,,,,,,,,1217.0,0.61,-42.45,-55.47,5.99,-79.55,6.11,0.0,1018.66,73.348,50.364246,-4.141099,72.0,NaN,,1.4,3.0,322.1,10 / 15,"$GPGSV,3,3,10,27,55,281,35,29,00,000,*7B::$GPGGA,184758,5021.855117,N,00408.466508,W,2,09,0.9,25.0,M,47.0,M,,*6C::$GPVTG,321.8,T,321.8,M,1.2,N,2.2,K,D*25::$GLGSV,1,1,0,*79::$GPRMC,184758,A,5021.855117,N,00408.466508,W,1.2,321.8,260417,4.8,W,D*14::$GPGSA,A,3,07,08,10,16,18,20,21,26,27,,,,1.2,0.9,0.8*30",509204,2017-04-26 19:48:22:402
2.0601,7.7887,6.0441,,,,,,,,,,1232.0,3.62,-42.57,-53.29,296.77,-50.65,-18.82,0.0,1018.66,71.348,50.36425,-4.141118,72.0,NaN,,3.53,3.0,321.9,6 / 12,"$GPGSV,2,2,07,26,53,157,31,27,55,281,43,29,00,000,*4F::$GPGGA,184759,5021.855145,N,00408.467066,W,2,06,1.3,25.0,M,47.0,M,,*62::$GPVTG,321.9,T,321.9,M,1.9,N,3.5,K,D*28::$GLGSV,1,1,0,*79::$GPRMC,184759,A,5021.855145,N,00408.467066,W,1.9,321.9,260417,4.8,W,D*14::$GPGSA,A,3,07,16,20,21,26,27,,,,,,,1.6,1.3,0.9*3E",509403,2017-04-26 19:48:22:601
1.5092,6.9083,6.5039,,,,,,,,,,1232.0,3.48,-34.54,-56.51,313.72,-45.98,-13.06,0.0,1018.68,71.348,50.36425,-4.141118,72.0,NaN,,3.53,3.0,321.9,6 / 12,"$GPGSV,2,2,07,26,53,157,31,27,55,281,43,29,00,000,*4F::$GPGGA,184759,5021.855145,N,00408.467066,W,2,06,1.3,25.0,M,47.0,M,,*62::$GPVTG,321.9,T,321.9,M,1.9,N,3.5,K,D*28::$GLGSV,1,1,0,*79::$GPRMC,184759,A,5021.855145,N,00408.467066,W,1.9,321.9,260417,4.8,W,D*14::$GPGSA,A,3,07,16,20,21,26,27,,,,,,,1.6,1.3,0.9*3E",509604,2017-04-26 19:48:22:802
0.9825,8.0674,6.2408,,,,,,,,,,905.0,2.12,-25.27,-61.4,340.17,-51.94,-8.95,0.0,1018.66,72.728,50.36425,-4.141118,72.0,NaN,,3.53,3.0,321.9,6 / 12,"$GPGSV,2,2,07,26,53,157,31,27,55,281,43,29,00,000,*4F::$GPGGA,184759,5021.855145,N,00408.467066,W,2,06,1.3,25.0,M,47.0,M,,*62::$GPVTG,321.9,T,321.9,M,1.9,N,3.5,K,D*28::$GLGSV,1,1,0,*79::$GPRMC,184759,A,5021.855145,N,00408.467066,W,1.9,321.9,260417,4.8,W,D*14::$GPGSA,A,3,07,16,20,21,26,27,,,,,,,1.6,1.3,0.9*3E",509804,2017-04-26 19:48:23:002
0.0986,4.7305,7.2088,,,,,,,,,,905.0,1.92,-18.48,-62.92,351.65,-33.27,-0.78,0.0,1018.66,63.246,50.36425,-4.141118,72.0,NaN,,3.53,3.0,321.9,6 / 12,"$GPGSV,2,2,07,26,53,157,31,27,55,281,43,29,00,000,*4F::$GPGGA,184759,5021.855145,N,00408.467066,W,2,06,1.3,25.0,M,47.0,M,,*62::$GPVTG,321.9,T,321.9,M,1.9,N,3.5,K,D*28::$GLGSV,1,1,0,*79::$GPRMC,184759,A,5021.855145,N,00408.467066,W,1.9,321.9,260417,4.8,W,D*14::$GPGSA,A,3,07,16,20,21,26,27,,,,,,,1.6,1.3,0.9*3E",510004,2017-04-26 19:48:23:202
1.8806,5.2046,8.1652,,,,,,,,,,1174.0,1.92,-18.48,-62.92,351.65,-33.27,-0.78,0.0,1018.65,63.246,50.36425,-4.141118,72.0,NaN,,3.53,3.0,321.9,6 / 12,"$GPGSV,2,2,07,26,53,157,31,27,55,281,43,29,00,000,*4F::$GPGGA,184759,5021.855145,N,00408.467066,W,2,06,1.3,25.0,M,47.0,M,,*62::$GPVTG,321.9,T,321.9,M,1.9,N,3.5,K,D*28::$GLGSV,1,1,0,*79::$GPRMC,184759,A,5021.855145,N,00408.467066,W,1.9,321.9,260417,4.8,W,D*14::$GPGSA,A,3,07,16,20,21,26,27,,,,,,,1.6,1.3,0.9*3E",510204,2017-04-26 19:48:23:402
4.0336,6.5538,6.8395,,,,,,,,,,1174.0,-0.34,-18.24,-62.53,320.42,-31.85,-12.97,0.0,1018.65,63.542,50.36425,-4.141118,72.0,NaN,,3.53,3.0,321.9,7 / 13,"$GPGSV,2,2,08,21,54,066,37,26,53,157,24,27,55,281,43,29,00,000,*72::$GPGGA,184800,5021.855305,N,00408.467886,W,2,07,1.1,25.0,M,47.0,M,,*62::$GPVTG,321.9,T,321.9,M,2.6,N,4.8,K,D*2E::$GLGSV,1,1,0,*79::$GPRMC,184800,A,5021.855305,N,00408.467886,W,2.6,321.9,260417,4.8,W,D*1B::$GPGSA,A,3,07,10,16,20,21,26,27,,,,,,1.4,1.1,0.8*3E",510404,2017-04-26 19:48:23:602
2.4091,5.0477,8.3602,,,,,,,,,,1374.0,-1.83,-18.19,-63.18,305.13,-39.54,-30.53,0.0,1018.65,64.714,50.36425,-4.141118,72.0,NaN,,3.53,3.0,321.9,7 / 13,"$GPGSV,2,2,08,21,54,066,37,26,53,157,24,27,55,281,43,29,00,000,*72::$GPGGA,184800,5021.855305,N,00408.467886,W,2,07,1.1,25.0,M,47.0,M,,*62::$GPVTG,321.9,T,321.9,M,2.6,N,4.8,K,D*2E::$GLGSV,1,1,0,*79::$GPRMC,184800,A,5021.855305,N,00408.467886,W,2.6,321.9,260417,4.8,W,D*1B::$GPGSA,A,3,07,10,16,20,21,26,27,,,,,,1.4,1.1,0.8*3E",510604,2017-04-26 19:48:23:802
2.9844,6.0918,7.5548,,,,,,,,,,1117.0,-1.85,-17.79,-63.71,314.58,-30.12,-16.08,0.0,1018.65,64.714,50.36425,-4.141118,72.0,NaN,,3.53,3.0,321.9,7 / 13,"$GPGSV,2,2,08,21,54,066,37,26,53,157,24,27,55,281,43,29,00,000,*72::$GPGGA,184800,5021.855305,N,00408.467886,W,2,07,1.1,25.0,M,47.0,M,,*62::$GPVTG,321.9,T,321.9,M,2.6,N,4.8,K,D*2E::$GLGSV,1,1,0,*79::$GPRMC,184800,A,5021.855305,N,00408.467886,W,2.6,321.9,260417,4.8,W,D*1B::$GPGSA,A,3,07,10,16,20,21,26,27,,,,,,1.4,1.1,0.8*3E",510804,2017-04-26 19:48:24:002
1.4048,6.1708,7.7182,,,,,,,,,,1117.0,-0.21,-17.76,-63.83,312.19,-36.87,-21.56,0.0,1018.63,63.232,50.36425,-4.141118,72.0,NaN,,3.53,3.0,321.9,7 / 13,"$GPGSV,2,2,08,21,54,066,37,26,53,157,24,27,55,281,43,29,00,000,*72::$GPGGA,184800,5021.855305,N,00408.467886,W,2,07,1.1,25.0,M,47.0,M,,*62::$GPVTG,321.9,T,321.9,M,2.6,N,4.8,K,D*2E::$GLGSV,1,1,0,*79::$GPRMC,184800,A,5021.855305,N,00408.467886,W,2.6,321.9,260417,4.8,W,D*1B::$GPGSA,A,3,07,10,16,20,21,26,27,,,,,,1.4,1.1,0.8*3E",511004,2017-04-26 19:48:24:202
2.0013,5.3739,8.6875,,,,,,,,,,1308.0,1.58,-19.03,-63.96,330.54,-38.19,-10.32,0.0,1018.62,63.232,50.36425,-4.141118,72.0,NaN,,3.53,3.0,321.9,7 / 13,"$GPGSV,2,2,08,21,54,066,37,26,53,157,24,27,55,281,43,29,00,000,*72::$GPGGA,184800,5021.855305,N,00408.467886,W,2,07,1.1,25.0,M,47.0,M,,*62::$GPVTG,321.9,T,321.9,M,2.6,N,4.8,K,D*2E::$GLGSV,1,1,0,*79::$GPRMC,184800,A,5021.855305,N,00408.467886,W,2.6,321.9,260417,4.8,W,D*1B::$GPGSA,A,3,07,10,16,20,21,26,27,,,,,,1.4,1.1,0.8*3E",511204,2017-04-26 19:48:24:402
